title,artist_name,artist_date,artwork_date,accession_num,art_medium,info_link,img_link
Maheshvara (Shiva) Standing on a Bull,,,"Six Dynasties Period (317–581), Northern Qi Dynasty (550–577)",1972.363 ,Gilt bronze,https://www.clevelandart.org/art/1972.363,https://piction.clevelandart.org/cma/ump.di?e=6481667D7D459096EEEA27EFD07BA3231DEBBEA66264FB7A0009AD7909C6ED27&s=24247294&se=772068101&v=1&f=%5Cd5217%5Cu2852170%5C1972.363_o10.jpg
"Mirror with Phoenixes, Birds, Butterflies, and Floral Sprays",,,700s,1973.74 ,Bronze with silver and gold inlaid lacquer,https://www.clevelandart.org/art/1973.74,https://piction.clevelandart.org/cma/ump.di?e=EAD82D6C274EE1599F8C5D7F13408B38FB9311BB66C26E62FDA21B7147F48805&s=24247294&se=429512564&v=7&f=1973.74_o10.jpg
Potter Seated with Double Gourd Vase,,,1300s,1973.14 ,"Porcelain with underglaze decoration, qingbai (""blue-white"") ware",https://www.clevelandart.org/art/1973.14,https://piction.clevelandart.org/cma/ump.di?e=DF73A405762FDAD63CBEB725DDAA4F9F11C89499FC8AA9CD2A1C3F5ADD2982F0&s=24247294&se=772068101&v=1&f=%5Cd7570%5Cu3175704%5C1973.14_o10.jpg
"The Bodhisattvas of the Ten Stages in Attaining the Most Perfect Knowledge; The Eight Hosts of Deva, Naga, and Yakshi",,,1454,1973.70 ,Pair of hanging scrolls; ink and color on silk,https://www.clevelandart.org/art/1973.70,https://piction.clevelandart.org/cma/ump.di?e=1C399626B4FB66A731878B5B41973BA85C6FA137B7D8B4D9A3C65576C141DB37&s=24247294&se=1573793027&v=2&f=%5Cd6226%5Cu221062264%5C1973.70_o10.jpg
The Monk Budai,,,1400s-1500s,1973.26 ,Wood,https://www.clevelandart.org/art/1973.26,https://piction.clevelandart.org/cma/ump.di?e=79DBA1A752C56584984AAF1CEED50FCC0C69A2C2EA05A1AB417F07C792FE6D7E&s=24247294&se=458987476&v=1&f=%5Cd5183%5Cu2851830%5C1973.26_o10.jpg
Waiting for the Moon in the Mid Autumn Festival,Shi Rui,"(Chinese, c. 1400-c. 1470)",1400s,1973.72 ,"Handscroll, ink, color, and gold on silk",https://www.clevelandart.org/art/1973.72,https://piction.clevelandart.org/cma/ump.di?e=02DA736077B047390C80BC79C00185744AB48645A76CC14B33262540F4029AA7&s=24247294&se=260209493&v=1&f=%5Cd6159%5Cu188761592%5C1973.72_o10.jpg
Chicken-Headed Ewer,,,AD 220–589,1973.84 ,"Green-glazed stoneware with incised, carved and applied decoration, Yue ware",https://www.clevelandart.org/art/1973.84,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E890CED159933B316D0A151DB0AAAA5BEE6B3FBE37DB0626FD&s=24247294&se=935317823&v=0&f=1973.84_o10.jpg
Narcissus and Rocks,Lu Tianru,"(Chinese, first half of 1400s)",1368–1644,1974.28 ,"Hanging scroll, ink on silk",https://www.clevelandart.org/art/1974.28,https://piction.clevelandart.org/cma/ump.di?e=6FE10EB72877704D50D4570788A0BC20E49F777DB5F990DEE56DAFA76AFF0F78&s=24247294&se=1573793027&v=6&f=1974.28_o10.jpg
The Immortal Li Tieguai,Su Wennan,(Chinese),1500s,1973.158 ,Bronze,https://www.clevelandart.org/art/1973.158,https://piction.clevelandart.org/cma/ump.di?e=2164CEA9C7480607F22E65FCF2EB41D395EB48CED25C23A4D2977189B054C16E&s=24247294&se=1308930911&v=0&f=1973.158_o10.jpg
A Prunus in the Moonlight,Wang Mian,"(Chinese, 1287–1359)",1300s,1974.26 ,Hanging scroll; ink on silk,https://www.clevelandart.org/art/1974.26,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512FEBDB7C0177C82B2170DAABEA0C0E709D850DF35205784DF0&s=24247294&se=1573793027&v=6&f=1974.26_o10.jpg
"Portrait of Priest Dazhi (1048–1116), the Master of Law",,,1100s,1974.29 ,Hanging scroll; ink and slight color on silk,https://www.clevelandart.org/art/1974.29,https://piction.clevelandart.org/cma/ump.di?e=31332CC720A79CFDCDD6578825A635BECC3D5DDB8B78391AA1D88F837803E685&s=24247294&se=1573793027&v=3&f=%5Cd2097%5Cu262920972%5C1974.29_o10.jpg
Food Container (Gui),,,600–500 BC,1974.73 ,Bronze,https://www.clevelandart.org/art/1974.73,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464B9820E5A1DFFBDDAE6D557E3810449C4DF2A1BAEEBFDED461&s=24247294&se=491304900&v=0&f=1974.73_o10.jpg
Birds Gather under the Spring Willow,Yin Hong,"(Chinese, c. 1430-c. 1500)",late 1400s-early 1500,1974.31 ,"Hanging scroll, ink and color on silk",https://www.clevelandart.org/art/1974.31,https://piction.clevelandart.org/cma/ump.di?e=EAD82D6C274EE159DC57A0A1B836C0F6EA72F465D0194BE827D5267BAA58043E&s=24247294&se=1573793027&v=12&f=1974.31_o10.jpg
Buddha Amitābha with Two Attending Bodhisattvas,,,1200s,1974.35 ,Hanging scroll; ink and color on silk,https://www.clevelandart.org/art/1974.35,https://piction.clevelandart.org/cma/ump.di?e=12CA595842B6F82B9AF6418C837B6F36DABD4DBF9146F378BFF1B6CD7354E202&s=24247294&se=1573793027&v=0&f=1974.35_o10.jpg
The Hermit Xu You Resting by a Stream,Dai Jin,"(Chinese, 1388–1462)",1400s,1974.45 ,Hanging scroll; ink and slight color on silk,https://www.clevelandart.org/art/1974.45,https://piction.clevelandart.org/cma/ump.di?e=01C5ADF2D598CDDE902576C55663066B5D7E273176EE4EE036FDBC6B09A72CD8&s=24247294&se=45757349&v=5&f=1974.45_o10.jpg
Purification at the Orchid Pavilion,,,c. 1500,1974.72 ,Carved cinnabar lacquer,https://www.clevelandart.org/art/1974.72,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464B70E7E02A4EAD2F101AD62D3AFBF3D025C3BCC4E71E2DD65D&s=24247294&se=913805914&v=0&f=1974.72_o10.jpg
Manjusri Riding on a Lion,,,900s,1974.90 ,Bronze,https://www.clevelandart.org/art/1974.90,https://piction.clevelandart.org/cma/ump.di?e=FC31E14B72F2ECA8298913A383054230710382EF62C12BD5094646F100721553&s=24247294&se=491304900&v=0&f=1974.90_o10.jpg
Bowl,,,618–906,1974.272 ,Glazed earthenware,https://www.clevelandart.org/art/1974.272,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E833C6B9D26590D8EB8B5DE72DA7293F0B396DB8187ED362F6&s=24247294&se=491304900&v=2&f=1974.272_o10.jpg
Kuei,,,1045–771 BC,1974.265 ,Bronze,https://www.clevelandart.org/art/1974.265,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464BECE90CD094296B16C403A5549936DC19FEF64965DEC12AC8&s=24247294&se=491304900&v=1&f=%5Cd3094%5Cu2830949%5C1974.265_o10.jpg
Bowl,,,1736–95,1974.269 ,Porcelain with overglaze red and underglaze blue enamel,https://www.clevelandart.org/art/1974.269,https://piction.clevelandart.org/cma/ump.di?e=1F448EBE0D6107CF2385ADFDE25E5CF0D42D7F5720250A8F95AA71611155C38D&s=24247294&se=491304900&v=0&f=1974.269_o10.jpg
Cup Stand with Dragons amid Fungus Scrolls,,,14th Century,1975.12 ,Silvered and gilt copper with repoussé design,https://www.clevelandart.org/art/1975.12,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464B90D2387FAFCB68121D1216184F1C0BC8608BA1D229D91B03&s=24247294&se=935317823&v=1&f=%5Cd3580%5Cu2835809%5C1975.12_o10.jpg
Chest for Storing Garments,,,1400s,1975.10 ,Lacquered wood with mother-of-pearl inlay,https://www.clevelandart.org/art/1975.10,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464B1F552E4B310E359201ADA7E1FFBF56DF0622421B9D84EE65&s=24247294&se=1573793027&v=0&f=1975.10_o10.jpg
Miniature Album with Figures and Landscape,Zeng Yandong,"(Chinese, c. 1751–1827)",1822,1975.11 ,"Album of twelve leaves, ink and color on paper",https://www.clevelandart.org/art/1975.11,https://piction.clevelandart.org/cma/ump.di?e=8085E02331406950EA3CB4E9FD767A6489327E06C36A619D77B43FDFE43AFDAB&s=24247294&se=1733280076&v=1&f=1975.11_o10.jpg
Conversation in a Thatched Hut,,,late 1200s,1975.21 ,Album leaf; ink and color on silk,https://www.clevelandart.org/art/1975.21,https://piction.clevelandart.org/cma/ump.di?e=F5DB0801F450918F7EC9EDB3D8C4F7170328BD1DFF01ACFA6D581768294CF342&s=24247294&se=1573793027&v=2&f=1975.21_o10.jpg
Hu (Jar),,,481–221 BC,1975.62 ,Bronze,https://www.clevelandart.org/art/1975.62,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464B85D82633830E9DEF5BF864BD551878800CE26EF2DAF6B98E&s=24247294&se=703004430&v=1&f=%5Cd3118%5Cu2831189%5C1975.62_o10.jpg
Album of Miscellaneous Subjects,Fan Qi,"(Chinese, 1616-aft 1694)",early 1650s,1975.22 ,Album of ten leaves; ink and light color on silk,https://www.clevelandart.org/art/1975.22,https://piction.clevelandart.org/cma/ump.di?e=84C232B66150D70DF79BE11D664CC5E654AC125A9420365FC701482D43A8277B&s=24247294&se=703004430&v=2&f=1975.22_o10.jpg
Sarcophagus Panel,,,early 700s,1975.63 ,Limestone,https://www.clevelandart.org/art/1975.63,https://piction.clevelandart.org/cma/ump.di?e=D29DDAFDDFA7D051CF1C66FC7CFE8825407CDDB98675282B9ADFF0E62346918F&s=24247294&se=935317823&v=1&f=%5Cd5527%5Cu2855272%5C1975.63_o10.jpg
Album of Landscapes,Wang Gai,"(Chinese, active c. 1677–1705)",1677,1975.64 ,"Album of eight leaves, ink or ink and light color on paper",https://www.clevelandart.org/art/1975.64,https://piction.clevelandart.org/cma/ump.di?e=84C232B66150D70D92089A82C7ECAEBB287F7F3C898BA48748FD37E26C32814A&s=24247294&se=703004430&v=3&f=1975.64det01_o10.jpg
Dream Journey to Mt. Tiantai,Qian Du,"(Chinese, 1763–1844)",1814,1975.75 ,"Handscroll, ink on paper",https://www.clevelandart.org/art/1975.75,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512F3DA27C5467FB1F0A4214134D10FFCBC9505ABBEF51C9F790&s=24247294&se=935317823&v=7&f=1975.75_o10.jpg
Shakyamuni Triad:  Buddha Attended by Manjushri and Samantabhadra,,,c. 900,1975.92 ,Hanging scroll; ink and color on silk,https://www.clevelandart.org/art/1975.92,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512F1D2D29CDC965090FC471BB930770ADCE16EF9AF7F3CDE7D2&s=24247294&se=1573793027&v=6&f=1975.92_o10.jpg
Food Steamer (Xian),,,c. 1000 BC,1975.96 ,Bronze,https://www.clevelandart.org/art/1975.96,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464BE91F4303CD8BC822D71930A5CE055CCA7310D2A46143D646&s=24247294&se=935317823&v=0&f=1975.96_o10.jpg
Scholar Watching the Waterfall,Luo Ping,"(Chinese, 1733–1799)",1764,1975.95 ,Hanging scroll; ink and light color on paper,https://www.clevelandart.org/art/1975.95,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512FF9471A89BB093343180D40054B28E3E176B98677B03E93A7&s=24247294&se=2082215086&v=6&f=1975.95_o10.jpg
Yu-hai (Ocean of Jade) woodblock bound volume,,,1368–1644,1975.254 ,Woodblock-printed book with painted edges,https://www.clevelandart.org/art/1975.254,
Vase,,,1662–1722,1975.184 ,Glazed white porcelain,https://www.clevelandart.org/art/1975.184,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A03BD4EFC9DB898BDA7D31B57123F5CB22A37D8781CA2E3E5&s=24247294&se=935317823&v=0&f=1975.184_o10.jpg
Returning to the Village in a Rainstorm,Xie Shichen,"(Chinese, 1487-after 1567)",1530,1975.94 ,Handscroll; ink and light color on silk,https://www.clevelandart.org/art/1975.94,https://piction.clevelandart.org/cma/ump.di?e=7CCA38BA1D93600104FF777A0F926DF53344946A89F55EC4335A0FC3995D7D0F&s=24247294&se=913805914&v=1&f=%5Cd8874%5Cu213488744%5C1975.94_o10.jpg
Bodhisattva Guanyin,,,900s,1976.14 ,Gilt bronze,https://www.clevelandart.org/art/1976.14,https://piction.clevelandart.org/cma/ump.di?e=7CCA38BA1D93600117D45B83A77946066DCEC3CB6098AA50D7CB0A2AAE0002B4&s=24247294&se=935317823&v=1&f=%5Cd8904%5Cu213489042%5C1976.14_o10.jpg
In the Palace,Zhou Wenju,"(Chinese, active 942–961)",before 1140,1976.1 ,Handscroll; ink and slight color on silk,https://www.clevelandart.org/art/1976.1,https://piction.clevelandart.org/cma/ump.di?e=0909C472E755C096A856220568FE843EF41AC31A41E1EAF16AF26E982F4E539A&s=24247294&se=1573793027&v=7&f=1976.1_o10.jpg
Zhongli Quan Crossing the Ocean,Zhao Qi,"(Chinese, active early 1500s)",1368–1644,1976.13 ,Hanging scroll; ink and color on silk,https://www.clevelandart.org/art/1976.13,https://piction.clevelandart.org/cma/ump.di?e=6FE10EB72877704D327D031A6C50F2FBCBB9EA6DFC3303C8E6ADFB3F1E34154A&s=24247294&se=935317823&v=6&f=1976.13_o10.jpg
Figure of Daoist Immortal He Xiangu,,,1700s,1976.60 ,Boxwood with colored ivory base,https://www.clevelandart.org/art/1976.60,https://piction.clevelandart.org/cma/ump.di?e=085A7536EF2C72D05D889F7E642E9AC1B942563FF2E6488C3C8121B7F2120809&s=24247294&se=1701761758&v=3&f=%5Cd6739%5Cu277767394%5C1976.60_o10.jpg
Seated Arhat with Two Attendants,,,late 1200s,1976.91 ,Hanging scroll; ink and color on silk,https://www.clevelandart.org/art/1976.91,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512F802D333CAACDEDC80E7805A30529F8410683DF31ADA2FB73&s=24247294&se=1573793027&v=5&f=1976.91_o10.jpg
Peonies,,,late 1200s,1976.90 ,"Hanging scroll, ink and color on silk",https://www.clevelandart.org/art/1976.90,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512F57136933BB79D72A39B1288B83E82C22D6DCB42B380BACF4&s=24247294&se=1573793027&v=4&f=1976.90_o10.jpg
Five Pine Trees,Li Shan,"(Chinese, 1711-aft 1754)",1747,1976.112 ,Hanging scroll; ink on paper,https://www.clevelandart.org/art/1976.112,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512FD3FE7880A5A055C284722627A56961E5E95BFB709124F02F&s=24247294&se=2082215086&v=4&f=1976.112_o10.jpg
"Flowers of Four Seasons, with Poems",Wang Guxiang,"(Chinese, 1501–1568)",1531,1977.4 ,"Handscroll, ink and light color on silk",https://www.clevelandart.org/art/1977.4,https://piction.clevelandart.org/cma/ump.di?e=02DA736077B04739D130F01DAC970A314CE0877F66928D76F14BE57DDAA86D5D&s=24247294&se=935317823&v=1&f=%5Cd3874%5Cu188738742%5C1977.4_o10.jpg
Scholar-Hermits in the Autumn Mountains,Tang Yin,"(Chinese, 1470–1523)",1500–1510,1976.94 ,"Handscroll, ink and light color on silk",https://www.clevelandart.org/art/1976.94,https://piction.clevelandart.org/cma/ump.di?e=7CCA38BA1D936001ED258DA71B011835C7FDDC99B4B17CB19412C7540780C8D9&s=24247294&se=935317823&v=1&f=%5Cd8933%5Cu213489332%5C1976.94_o10.jpg
Plate with Peony Decoration,,,late 1300s-early 1400s,1977.6 ,Carved cinnabar lacquer on wood,https://www.clevelandart.org/art/1977.6,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464B21742FBD03EECE70F8E75FF7E13658067A498F4C413252D8&s=24247294&se=935317823&v=0&f=1977.6_o10.jpg
Clip for Paper with Sage Seated Under a Pine,Pu Zhongqian,"(Chinese, active 1600s)",1600s or 1700s,1977.8 ,Carved bamboo,https://www.clevelandart.org/art/1977.8,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464B70C99123860BB1EF67D0CDA8D4DDAAD576DD9FAA672F1D98&s=24247294&se=401146655&v=0&f=1977.8_o10.jpg
Sericulture (The Process of Making Silk),Liang Kai,"(Chinese, mid-1100s-early 1200s)",early 1200s,1977.5 ,Handscroll; ink and color on silk,https://www.clevelandart.org/art/1977.5,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512FDB30FF65EF71C8472C510AF1651D1EA97693BA79E0BFA51F&s=24247294&se=1573793027&v=10&f=1977.5_o10.jpg
Wrist-Rest with Crayfish and Water Plants,,,1700s,1977.9 ,Ivory and polychrome pigment,https://www.clevelandart.org/art/1977.9,https://piction.clevelandart.org/cma/ump.di?e=6481667D7D459096EFFF0D12C1BA8A0A16BF89E2E1F31C440FE6ED64ECD4282C&s=24247294&se=1812654206&v=1&f=%5Cd5275%5Cu2952757%5C1977.9_o10.jpg
Raft Cup,Zhu Bishan,"(Chinese, c. 1300-aft 1362)",1345,1977.7 ,"Hammered silver soldered together, with chased decoration",https://www.clevelandart.org/art/1977.7,https://piction.clevelandart.org/cma/ump.di?e=EAD82D6C274EE159013A885699C6112E41DD55EE9597EC0B9C1B2087A32AA456&s=24247294&se=1701761758&v=6&f=1977.7_o10.jpg
Eagle on a Tree Trunk,Huang Shen,"(Chinese, 1687–1772)",1755,1977.31 ,Hanging scroll; ink and color on paper,https://www.clevelandart.org/art/1977.31,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512F31AA4FBACC62D0FF9914EC8223FA6A9BBFED40D4A0AE71A6&s=24247294&se=2082215086&v=5&f=1977.31_o10.jpg
Wall Plaque with Two Boys Playing,,,1700s,1977.65 ,Ivory with traces of polychrome,https://www.clevelandart.org/art/1977.65,https://piction.clevelandart.org/cma/ump.di?e=6481667D7D4590960D9F0979F75821190C2C6A2A9C2239E8B0657A116996C1AB&s=24247294&se=935317823&v=1&f=%5Cd5279%5Cu2952797%5C1977.65_o10.jpg
Standing Horse,,,206 BC–AD 220,1977.57 ,Bronze,https://www.clevelandart.org/art/1977.57,https://piction.clevelandart.org/cma/ump.di?e=6481667D7D4590969DF05E469B8AB4E35E31C8BA1A1101AD0D1B527348DB661D&s=24247294&se=1351369762&v=1&f=%5Cd5601%5Cu2856012%5C1977.57_o10.jpg
Leaping Carp,Liu Jie,"(Chinese, c. 1447–1520s)",1368–1644,1977.55 ,"Hanging scroll, ink and color on silk",https://www.clevelandart.org/art/1977.55,https://piction.clevelandart.org/cma/ump.di?e=6FE10EB72877704DF0B1633AD060B633D18893E2A709E98F71D419D0544F02F1&s=24247294&se=1573793027&v=6&f=1977.55_o10.jpg
Purification at the Orchid Pavilion,Fan Yi,"(Chinese, c. 1615-before 1688)",1671,1977.47 ,"Handscroll, ink and color on silk",https://www.clevelandart.org/art/1977.47,https://piction.clevelandart.org/cma/ump.di?e=F5DB0801F450918F1DB6BB5EFB45F1B27B01F09462CAB9272610DBD7CA77E71C&s=24247294&se=147661058&v=14&f=1977.47_o10.jpg
Listening to the Bamboo,Wen Zhengming,"(Chinese, 1470–1559)",late 1400s-1500s,1977.172 ,"Hanging scroll, ink on sutra paper",https://www.clevelandart.org/art/1977.172,https://piction.clevelandart.org/cma/ump.di?e=6FE10EB72877704DA030361D5656B0782C7C327B0149C74EE5DE135A83247DE5&s=24247294&se=1048690644&v=6&f=1977.172_o10.jpg
Fisherman's Joy,Qian Gu,"(Chinese, 1508–c. 1578)",1572,1977.56 ,"Handscroll, ink and light color on paper",https://www.clevelandart.org/art/1977.56,https://piction.clevelandart.org/cma/ump.di?e=01C5ADF2D598CDDE0B77DC7E10F95876DC820C9F9496368FAC43E51F3CDA4753&s=24247294&se=913805914&v=11&f=1977.56_o10.jpg
Listening to the Qin,Tang Yin,"(Chinese, 1470–1523)",late 1400s–early 1500s,1977.199 ,"Hanging scroll, ink and light color on silk",https://www.clevelandart.org/art/1977.199,https://piction.clevelandart.org/cma/ump.di?e=5BB82810D4396873A577EC01C04609CBF0FCFF3AE3BD8AAE582F55DC98F05126&s=24247294&se=935317823&v=1&f=%5Cd7902%5Cu219279026%5C1977.199_o10.jpg
Listening to the Sound of Autumn in a Misty Grove,Zhang Feng,"(Chinese, active c. 1632–1662)",1657,1977.173 ,Hanging scroll; ink and color on paper,https://www.clevelandart.org/art/1977.173,https://piction.clevelandart.org/cma/ump.di?e=F5DB0801F450918F0428BF06007429D6886DAD2F9FADA1DF5BD88B7886BB6A26&s=24247294&se=1488489969&v=4&f=1977.173_o10.jpg
Water Buffalo and Herdboys,,,late 1200s–early 1300s,1977.200 ,Hanging scroll; ink on silk,https://www.clevelandart.org/art/1977.200,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512FA1756275E19D31E510F7E241E89C277C51EA5CD989007A88&s=24247294&se=1573793027&v=5&f=1977.200_o10.jpg
Fish,,,c. 1400,1977.201 ,"Hanging scroll, ink and slight color on silk",https://www.clevelandart.org/art/1977.201,https://piction.clevelandart.org/cma/ump.di?e=FE79AA012C260B189A9E2CEC3E6D0801EA5C4F3635069608553BD01DA45260DC&s=24247294&se=1573793027&v=1&f=%5Cd8991%5Cu213489910%5C1977.201_o10.jpg
Toad,,,AD 386–534,1977.208 ,Gilt bronze,https://www.clevelandart.org/art/1977.208,https://piction.clevelandart.org/cma/ump.di?e=6481667D7D45909698413FD43B934CC0B5AE1761BB24C25E0C8EC207E4073295&s=24247294&se=792573221&v=1&f=%5Cd5205%5Cu2852050%5C1977.208_o10.jpg
Swinging Gibbon,Xia Gui,"(Chinese, active c. 1209–c. 1243)",late 1100s- 1st quarter 1200s,1978.1 ,"Album leaf, ink and color on silk",https://www.clevelandart.org/art/1978.1,https://piction.clevelandart.org/cma/ump.di?e=76BFD052B966B765A2CE97A0DABB3D16836C38A4D1364FD9A6D1FF32C35F478B&s=24247294&se=1573793027&v=3&f=%5Cd5831%5Cu299558314%5C1978.1_o10.jpg
"Table Screen:  The Peach Blossom Spring, Land of the Immortals",,,1300s,1978.2 ,Lacquer on wood with mother-of-pearl inlay,https://www.clevelandart.org/art/1978.2,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464B49F6960D2CDF195991D45FA834F73D1E507783D68CF6C892&s=24247294&se=935317823&v=0&f=1978.2_o10.jpg
White-Robed Guanyin,Jueji Yongzhong,"(Chinese, active around 1300)",late 1200s–early 1300s,1978.47.2 ,Hanging scroll; ink and gold on silk,https://www.clevelandart.org/art/1978.47.2,https://piction.clevelandart.org/cma/ump.di?e=12CA595842B6F82BAF26C484192280E517F5EB53D5B6B73606C3355E687A1DD3&s=24247294&se=2040367084&v=0&f=1978.47.2_o10.jpg
Plum Blossoms in Moonlight,Yan Hui,"(Chinese, active 1270–1310)",first half of the 1300s,1978.49 ,"Album leaf, ink on silk",https://www.clevelandart.org/art/1978.49,https://piction.clevelandart.org/cma/ump.di?e=9FD37BAFC27E9FE1739D2ECFC406C203314C1FF438A77478A49BD34743A152DB&s=24247294&se=703004430&v=3&f=1978.49_o10.jpg
White-Robed Guanyin,Jueji Yongzhong,"(Chinese, active around 1300)",late 1200s–early 1300s,1978.47.1 ,Hanging scroll; ink on paper,https://www.clevelandart.org/art/1978.47.1,https://piction.clevelandart.org/cma/ump.di?e=12CA595842B6F82B704E59D953DD0854A4CAF0C5B06208062E2A36A1B5613831&s=24247294&se=1573793027&v=0&f=1978.47_o10.jpg
River Village:  Fisherman's Joy,Zhao Mengfu,"(Chinese, 1254–1322)",c. 1302–03,1978.66 ,Fan painting mounted as album leaf; ink and color on silk,https://www.clevelandart.org/art/1978.66,https://piction.clevelandart.org/cma/ump.di?e=EAD82D6C274EE159D7E21810F90C6F5F78110F233B6D5C20D24DAC1D4E605B7E&s=24247294&se=1573793027&v=4&f=1978.66_o10.jpg
"Bamboo, Rock, and Tall Tree",Ni Zan,"(Chinese, 1301–1374)",c. 1300s,1978.65 ,"Hanging scroll, ink on paper",https://www.clevelandart.org/art/1978.65,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512F5BE151621705A6DD0056CE1C3E147C2CCB65C20BF422AE0F&s=24247294&se=1573793027&v=6&f=1978.65_o10.jpg
